squad,player,nation,pos,age,mp_playing_time,starts_playing_time,min_playing_time,mins_per_90_playing_time,gls,ast,g_minus_pk,pk,pkatt,crdy,crdr,gls_per_minutes,ast_per_minutes,g+a_per_minutes,g_minus_pk_per_minutes,g+a_minus_pk_per_minutes
Mjällby,Adam Petersson,SWE,MF,20.0,5,0,53.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mjällby,Josip Filipovic,CRO,DF,24.0,3,0,50.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mjällby,Neftali Manzambi,ANG,MF,23.0,4,0,41.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mjällby,Ludvig Carlius,SWE,MF,19.0,1,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Mjällby,Marc Tokich,AUS,MF,21.0,0,0,,,,,,,,,,,,,,
Varberg,Joakim Lindner,SWE,DF,29.0,30,30,2665.0,29.6,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.03,0.03,0.07,0.03,0.07
Varberg,Tashreeq Matthews,RSA,"FW,MF",20.0,27,23,1901.0,21.1,5.0,5.0,5.0,0.0,0.0,5.0,0.0,0.24,0.24,0.47,0.24,0.47
Varberg,Oliver Stanisic,SWE,DF,26.0,26,22,2049.0,22.8,5.0,0.0,5.0,0.0,0.0,4.0,0.0,0.22,0.0,0.22,0.22,0.22
Varberg,Jean,BRA,"DF,MF",25.0,23,21,1860.0,20.7,0.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.24,0.24,0.0,0.24
Varberg,Albert Ejupi,SWE,MF,28.0,23,20,1714.0,19.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Varberg,Stojan Lukić,BIH,GK,41.0,20,20,1712.0,19.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Varberg,Anton Liljenbäck,SWE,"MF,DF",25.0,28,19,1861.0,20.7,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.05,0.1,0.15,0.05,0.15
Varberg,Luke Le Roux,RSA,MF,20.0,26,19,1694.0,18.8,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0
Varberg,Robin Tranberg,SWE,"MF,FW",27.0,25,19,1421.0,15.8,1.0,0.0,1.0,0.0,0.0,8.0,0.0,0.06,0.0,0.06,0.06,0.06
Varberg,Hampus Zackrisson,SWE,DF,26.0,20,17,1471.0,16.3,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
Varberg,Robin Simović,SWE,FW,29.0,20,15,1346.0,15.0,3.0,0.0,3.0,0.0,0.0,5.0,0.0,0.2,0.0,0.2,0.2,0.2
Varberg,Ryan Moon,RSA,"FW,MF",24.0,25,14,1362.0,15.1,7.0,1.0,6.0,1.0,1.0,5.0,0.0,0.46,0.07,0.53,0.4,0.46
Varberg,Gideon Mensah,GHA,"MF,DF",20.0,20,14,1122.0,12.5,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
Varberg,Jon Birkfeldt,SWE,DF,24.0,13,11,869.0,9.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Varberg,Simon Adjei,SWE,FW,27.0,24,10,1028.0,11.4,4.0,2.0,3.0,1.0,1.0,0.0,0.0,0.35,0.18,0.53,0.26,0.44
Varberg,Albin Winbo,SWE,MF,23.0,24,9,933.0,10.4,1.0,0.0,1.0,0.0,0.0,8.0,0.0,0.1,0.0,0.1,0.1,0.1
Varberg,Adama Fofana,CIV,"MF,DF",21.0,13,9,855.0,9.5,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.21,0.21,0.0,0.21
Varberg,Victor Karlsson,SWE,"FW,MF",19.0,18,6,600.0,6.7,2.0,3.0,2.0,0.0,0.0,1.0,0.0,0.3,0.45,0.75,0.3,0.75
Varberg,Alexander Johansson,SWE,"FW,MF",25.0,14,5,606.0,6.7,3.0,3.0,3.0,0.0,0.0,3.0,0.0,0.45,0.45,0.89,0.45,0.89
Varberg,Philip Mårtensson,SWE,GK,27.0,6,5,538.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Varberg,Oliver Alfonsi,SWE,"MF,FW",17.0,15,5,475.0,5.3,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.19,0.0,0.19,0.19,0.19
Varberg,August Strömberg,SWE,GK,28.0,5,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Varberg,Des Kunst,NED,"FW,MF",21.0,8,5,361.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Varberg,Albin Mörfelt,SWE,"MF,FW",21.0,6,4,319.0,3.5,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.28,0.28,0.56,0.28,0.56
Varberg,André Boman,SWE,"MF,FW",19.0,7,3,255.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Varberg,Keanin Ayer Boya,RSA,MF,20.0,3,0,54.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Varberg,Montader Madjed,SWE,FW,15.0,2,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Varberg,Daniel Krezic,MKD,MF,24.0,1,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Varberg,Adnan Kojic,SWE,DF,25.0,2,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Varberg,Noah Johansson,SWE,DF,17.0,1,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Varberg,Dean Solomons,RSA,DF,21.0,1,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Varberg,Viktor Dryselius,SWE,GK,17.0,0,0,,,,,,,,,,,,,,
Varberg,Gustav Nordh,SWE,FW,20.0,0,0,,,,,,,,,,,,,,
Sirius,Christian Kouakou,SWE,FW,25.0,30,30,2534.0,28.2,12.0,2.0,11.0,1.0,1.0,2.0,0.0,0.43,0.07,0.5,0.39,0.46
Sirius,Marcus Mathisen,DEN,"DF,MF",24.0,27,27,2430.0,27.0,2.0,2.0,2.0,0.0,0.0,5.0,0.0,0.07,0.07,0.15,0.07,0.15
Sirius,Jacob Ortmark,SWE,"MF,FW",23.0,28,26,2298.0,25.5,4.0,2.0,4.0,0.0,0.0,8.0,0.0,0.16,0.08,0.23,0.16,0.23
Sirius,Tim Björkström,SWE,DF,30.0,21,21,1890.0,21.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Sirius,Laorent Shabani,SWE,"MF,DF",21.0,28,21,1815.0,20.2,1.0,6.0,1.0,0.0,0.0,1.0,0.0,0.05,0.3,0.35,0.05,0.35
Sirius,Nahom Netabay,SWE,"MF,FW",26.0,26,21,1646.0,18.3,3.0,2.0,2.0,1.0,1.0,6.0,0.0,0.16,0.11,0.27,0.11,0.22
Sirius,Joseph Colley,SWE,DF,21.0,23,19,1790.0,19.9,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Sirius,Adam Hellborg,SWE,MF,22.0,24,19,1660.0,18.4,3.0,1.0,3.0,0.0,0.0,11.0,0.0,0.16,0.05,0.22,0.16,0.22
Sirius,Moustafa Zeidan,SWE,MF,22.0,20,17,1561.0,17.3,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.17,0.06,0.23,0.17,0.23
Sirius,David Mitov Nilsson,MKD,GK,30.0,17,17,1530.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sirius,Dennis Widgren,SWE,"MF,DF",26.0,18,16,1388.0,15.4,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.19,0.19,0.0,0.19
Sirius,Adam Ståhl,SWE,"MF,DF",26.0,24,15,1592.0,17.7,4.0,2.0,4.0,0.0,0.0,3.0,0.0,0.23,0.11,0.34,0.23,0.34
Sirius,Yukiya Sugita,JPN,"FW,MF",27.0,17,15,1129.0,12.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Sirius,Jamie Roche,SWE,"DF,MF",19.0,22,14,1309.0,14.5,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.07,0.07,0.0,0.07
Sirius,Patrick Nwadike,SWE,DF,22.0,11,10,813.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sirius,August Ahlin,SWE,GK,23.0,9,9,810.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Sirius,Axel Björnström,SWE,"MF,DF",25.0,9,9,810.0,9.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.11,0.11,0.0,0.11
Sirius,Johan Karlsson,SWE,"MF,DF",23.0,22,8,695.0,7.7,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.13,0.13,0.26,0.13,0.26
Sirius,Edi Sylisufaj,SWE,"FW,MF",20.0,15,6,587.0,6.5,3.0,1.0,3.0,0.0,0.0,2.0,0.0,0.46,0.15,0.61,0.46,0.61
Sirius,Karl Larson,SWE,"MF,DF",29.0,21,4,433.0,4.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.21,0.0,0.21
Sirius,Hannes Sveijer,SWE,GK,18.0,5,4,361.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sirius,Mohammed Saeid,ERI,FW,30.0,12,2,366.0,4.1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.25,0.25,0.49,0.25,0.49
Sirius,Herman Sjögrell,SWE,FW,19.0,7,0,110.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sirius,Ekin Bulut,SWE,FW,24.0,5,0,49.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.84,0.0,1.84,1.84,1.84
Sirius,Adam Vikman,SWE,MF,17.0,2,0,36.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sirius,Joakim Persson,SWE,FW,18.0,3,0,31.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sirius,Aron Bjarnason,ISL,FW,25.0,2,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sirius,Tim Olsson,SWE,DF,16.0,1,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sirius,Karim Fegrouche,MAR,GK,38.0,0,0,,,,,,,,,,,,,,
Sirius,Noel Hansson,SWE,DF,17.0,0,0,,,,,,,,,,,,,,
Sirius,Emil Özkan,SWE,MF,17.0,0,0,,,,,,,,,,,,,,
Sirius,Samuel Wikman,SWE,MF,19.0,0,0,,,,,,,,,,,,,,
Häcken,Godswill Ekpolo,NGA,"DF,MF",25.0,29,29,2584.0,28.7,3.0,2.0,3.0,0.0,0.0,4.0,0.0,0.1,0.07,0.17,0.1,0.17
Häcken,Gustav Berggren,SWE,MF,23.0,27,27,2374.0,26.4,1.0,5.0,1.0,0.0,0.0,8.0,0.0,0.04,0.19,0.23,0.04,0.23
Häcken,Leo Bengtsson,SWE,"MF,FW",22.0,28,26,2117.0,23.5,6.0,1.0,6.0,0.0,0.0,7.0,0.0,0.26,0.04,0.3,0.26,0.3
Häcken,Alexander Jeremejeff,SWE,FW,27.0,27,25,2235.0,24.8,11.0,3.0,6.0,5.0,5.0,2.0,0.0,0.44,0.12,0.56,0.24,0.36
Häcken,Joona Toivio,FIN,DF,32.0,25,24,2031.0,22.6,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.04,0.0,0.04,0.04,0.04
Häcken,Patrik Wålemark,SWE,"MF,FW",19.0,29,23,1965.0,21.8,9.0,7.0,9.0,0.0,0.0,3.0,0.0,0.41,0.32,0.73,0.41,0.73
Häcken,Peter Abrahamsson,SWE,GK,32.0,21,21,1890.0,21.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Häcken,Tobias Karlsson,SWE,"DF,MF",25.0,20,19,1707.0,19.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Häcken,Johan Hammar,SWE,DF,26.0,24,19,1656.0,18.4,0.0,1.0,0.0,0.0,0.0,7.0,2.0,0.0,0.05,0.05,0.0,0.05
Häcken,Alexander Faltsetas,SWE,MF,33.0,24,15,1453.0,16.1,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
Häcken,Kristoffer Hansen,DEN,"DF,MF",18.0,15,15,1266.0,14.1,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.07,0.07,0.0,0.07
Häcken,Tobias Heintz,NOR,"MF,FW",22.0,18,15,1252.0,13.9,2.0,1.0,2.0,0.0,0.0,2.0,0.0,0.14,0.07,0.22,0.14,0.22
Häcken,Erik Friberg,SWE,MF,34.0,15,13,1015.0,11.3,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.18,0.18,0.0,0.18
Häcken,Bénie Adama Traore,CIV,"MF,FW",18.0,27,12,1327.0,14.7,3.0,3.0,3.0,0.0,0.0,1.0,0.0,0.2,0.2,0.41,0.2,0.41
Häcken,Martin Olsson,SWE,DF,32.0,10,10,784.0,8.7,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.11,0.23,0.34,0.11,0.34
Häcken,Pontus Dahlberg,SWE,GK,22.0,8,8,720.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Häcken,Rasmus Lindgren,SWE,"DF,MF",36.0,11,8,715.0,7.9,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.13,0.0,0.13,0.13,0.13
Häcken,Jasse Tuominen,FIN,"FW,MF",25.0,14,7,631.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14
Häcken,Oskar Sverrisson,ISL,DF,28.0,16,3,441.0,4.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Häcken,Daleho Irandust,SWE,MF,22.0,7,3,338.0,3.8,2.0,1.0,2.0,0.0,0.0,2.0,0.0,0.53,0.27,0.8,0.53,0.8
Häcken,Ali Youssef,TUN,FW,20.0,7,3,274.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.66,0.0,0.66,0.66,0.66
Häcken,Valgeir Lunddal Friðriksson,ISL,DF,19.0,8,2,243.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Häcken,Samuel Gustafson,SWE,MF,26.0,4,2,126.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Häcken,Johan Brattberg,SWE,GK,24.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Häcken,Franklin Tebo,NGA,DF,21.0,5,0,176.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.51,0.0,0.51
Häcken,Samir Maarouf,SWE,MF,20.0,7,0,87.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Häcken,Yannick Adjoumani,CIV,DF,18.0,3,0,83.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Häcken,Nasiru Mohammed,GHA,"FW,MF",26.0,2,0,47.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Häcken,William Milovanovic,SWE,MF,18.0,2,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Häcken,Sebastian Lagerlund,SWE,MF,18.0,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Häcken,Leonardo Farah Shahin,SWE,FW,17.0,0,0,,,,,,,,,,,,,,
Häcken,Jack Lahne,SWE,FW,19.0,0,0,,,,,,,,,,,,,,
Häcken,Alexander Nadj,SWE,GK,34.0,0,0,,,,,,,,,,,,,,
Häcken,Jonathan Rasheed,NOR,GK,29.0,0,0,,,,,,,,,,,,,,
Degerfors,Victor Edvardsen,SWE,FW,25.0,29,29,2542.0,28.2,14.0,5.0,13.0,1.0,1.0,4.0,1.0,0.5,0.18,0.67,0.46,0.64
Degerfors,Sebastian Ohlsson,SWE,DF,28.0,29,29,2540.0,28.2,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.11,0.11,0.0,0.11
Degerfors,Adam Carlén,SWE,MF,20.0,28,28,2476.0,27.5,1.0,2.0,1.0,0.0,0.0,6.0,1.0,0.04,0.07,0.11,0.04,0.11
Degerfors,Christos Gravius,SWE,MF,23.0,27,27,2354.0,26.2,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.11,0.11,0.0,0.11
Degerfors,Oliver Ekroth,SWE,DF,29.0,26,25,2296.0,25.5,1.0,1.0,1.0,0.0,0.0,6.0,0.0,0.04,0.04,0.08,0.04,0.08
Degerfors,Sean Sabetkar,SWE,DF,25.0,26,22,1961.0,21.8,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Degerfors,Abdelrahman Saidi,SWE,"FW,MF",21.0,29,21,1872.0,20.8,4.0,4.0,4.0,0.0,0.0,4.0,0.0,0.19,0.19,0.38,0.19,0.38
Degerfors,Johan Bertilsson,SWE,"FW,MF",32.0,30,21,1866.0,20.7,8.0,2.0,5.0,3.0,3.0,1.0,0.0,0.39,0.1,0.48,0.24,0.34
Degerfors,Erik Lindell,SWE,MF,24.0,25,17,1541.0,17.1,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.12,0.12,0.0,0.12
Degerfors,Anton Kralj,SWE,MF,22.0,20,16,1330.0,14.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Degerfors,Ismael Diawara,MLI,GK,26.0,13,13,1170.0,13.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Degerfors,Alfie Whiteman,ENG,GK,22.0,13,13,1170.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Degerfors,Gustav Granath,SWE,"DF,MF",23.0,18,12,1038.0,11.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.09,0.09,0.0,0.09
Degerfors,Ferhad Ayaz,SWE,MF,26.0,14,11,740.0,8.2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12,0.12,0.24,0.12,0.24
Degerfors,Axel Lindahl,SWE,MF,25.0,15,10,809.0,9.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.11,0.11,0.22,0.11,0.22
Degerfors,Sargon Abraham,SWE,"FW,MF",29.0,18,9,796.0,8.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.11
Degerfors,Nikola Đurđić,SRB,FW,34.0,11,8,727.0,8.1,2.0,1.0,2.0,0.0,0.0,3.0,0.0,0.25,0.12,0.37,0.25,0.37
Degerfors,Daniel Janevski,SWE,DF,28.0,6,5,470.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Degerfors,Villiam Dahlström,SWE,FW,23.0,21,4,593.0,6.6,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.3,0.0,0.3,0.3,0.3
Degerfors,Justin Salmon,LBR,MF,22.0,8,4,371.0,4.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Degerfors,Jeffrey Gal,SWE,GK,27.0,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Degerfors,Jonathan Tamimi,JOR,"MF,DF",26.0,18,2,488.0,5.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Degerfors,Adhavan Rajamohan,SWE,FW,27.0,10,0,74.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Degerfors,Nicklas Maripuu,SWE,MF,28.0,3,0,52.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Degerfors,Jakob Andersson,SWE,MF,18.0,1,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Degerfors,Hugo Claesson,SWE,GK,18.0,0,0,,,,,,,,,,,,,,
Degerfors,Karl Serrano,SWE,GK,17.0,0,0,,,,,,,,,,,,,,
Degerfors,Christoffer Wiktorsson,SWE,DF,31.0,0,0,,,,,,,,,,,,,,
Halmstad,Andreas Johansson,SWE,DF,38.0,30,30,2700.0,30.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.03,0.0,0.03,0.03,0.03
Halmstad,Andreas Bengtsson,SWE,DF,24.0,30,30,2675.0,29.7,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.07,0.07,0.0,0.07
Halmstad,Malkolm Nilsson,SWE,GK,27.0,29,29,2610.0,29.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.03,0.03,0.0,0.03
Halmstad,Amir Al Ammari,IRQ,MF,23.0,29,29,2609.0,29.0,3.0,0.0,3.0,0.0,0.0,5.0,0.0,0.1,0.0,0.1,0.1,0.1
Halmstad,Joel Allansson,SWE,MF,28.0,29,29,2580.0,28.7,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.03,0.03,0.0,0.03
Halmstad,Joseph Baffo,SWE,DF,28.0,28,28,2512.0,27.9,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Halmstad,Edvin Kurtulus,SWE,DF,20.0,29,27,2381.0,26.5,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.08,0.08,0.0,0.08
Halmstad,Marcus Antonsson,SWE,FW,29.0,27,27,2279.0,25.3,6.0,0.0,4.0,2.0,2.0,0.0,0.0,0.24,0.0,0.24,0.16,0.16
Halmstad,Sadat Karim,GHA,FW,29.0,30,21,1935.0,21.5,5.0,2.0,5.0,0.0,0.0,0.0,0.0,0.23,0.09,0.33,0.23,0.33
Halmstad,Samuel Kroon,SWE,MF,24.0,22,21,1757.0,19.5,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.1,0.0,0.1,0.1,0.1
Halmstad,Thomas Boakye,GHA,"MF,DF",27.0,22,14,1362.0,15.1,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.13,0.13,0.0,0.13
Halmstad,Emil Töt Wikström,SWE,MF,21.0,28,13,1249.0,13.9,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.07,0.0,0.07,0.07,0.07
Halmstad,Mikael Boman,SWE,FW,32.0,24,12,1096.0,12.2,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.16,0.08,0.25,0.16,0.25
Halmstad,Simon Lundevall,SWE,MF,32.0,22,12,1034.0,11.5,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.17,0.17,0.0,0.17
Halmstad,Erik Ahlstrand,SWE,MF,19.0,18,4,470.0,5.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Halmstad,Alexander Berntsson,SWE,DF,24.0,11,2,221.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Halmstad,Malte Påhlsson,SWE,GK,21.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Halmstad,Phil Ofosu-Ayeh,GHA,DF,29.0,1,1,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Halmstad,Alexander Johansson,SWE,FW,21.0,7,0,97.0,1.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Halmstad,Dusan Djurić,SWE,MF,36.0,1,0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Halmstad,Albin Binnefors,SWE,FW,16.0,0,0,,,,,,,,,,,,,,
Halmstad,Pontus Carlsson,SWE,MF,16.0,0,0,,,,,,,,,,,,,,
Halmstad,Kasper Karlsson,SWE,FW,20.0,0,0,,,,,,,,,,,,,,
Halmstad,Isac Larsson,SWE,DF,19.0,0,0,,,,,,,,,,,,,,
Örebro,Benjamin Hjertstrand,SWE,DF,27.0,28,26,2332.0,25.9,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.08,0.08,0.0,0.08
Örebro,Bobby Allain,FRA,GK,29.0,23,23,2070.0,23.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Örebro,Johan Mårtensson,SWE,MF,31.0,24,23,1878.0,20.9,1.0,1.0,1.0,0.0,0.0,6.0,0.0,0.05,0.05,0.1,0.05,0.1
Örebro,Andreas Skovgaard,DEN,DF,23.0,23,22,1962.0,21.8,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0
Örebro,David Seger,SWE,"MF,FW",21.0,29,22,1923.0,21.4,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.05,0.09,0.14,0.05,0.14
Örebro,Hussein Ali,SWE,"DF,MF",18.0,27,19,1630.0,18.1,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.11,0.11,0.0,0.11
Örebro,Dennis Collander,SWE,"MF,FW",18.0,21,18,1422.0,15.8,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.13,0.0,0.13,0.13,0.13
Örebro,Nahir Besara,SWE,"MF,FW",29.0,17,17,1494.0,16.6,4.0,4.0,3.0,1.0,1.0,3.0,0.0,0.24,0.24,0.48,0.18,0.42
Örebro,Kevin Walker,SWE,MF,31.0,19,17,1487.0,16.5,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.12,0.12,0.0,0.12
Örebro,Michael Almebäck,SWE,DF,32.0,18,16,1374.0,15.3,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Örebro,Jiloan Hamad,IRQ,MF,30.0,15,15,1288.0,14.3,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.07,0.07,0.0,0.07
