squad,player,nation,pos,age,mp_playing_time,starts_playing_time,min_playing_time,mins_per_90_playing_time,gls,ast,g_minus_pk,pk,pkatt,crdy,crdr,gls_per_minutes,ast_per_minutes,g+a_per_minutes,g_minus_pk_per_minutes,g+a_minus_pk_per_minutes
Örebro,Deniz Hummet,TUR,"FW,MF",24.0,15,15,1276.0,14.2,5.0,0.0,5.0,0.0,0.0,2.0,0.0,0.35,0.0,0.35,0.35,0.35
Örebro,Kevin Wright,SLE,DF,25.0,15,14,1129.0,12.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Örebro,Nasiru Moro,GHA,DF,24.0,13,13,1104.0,12.3,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.08,0.08,0.0,0.08
Örebro,Nordin Gerzić,SWE,MF,37.0,23,10,1148.0,12.8,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.08,0.0,0.08,0.08,0.08
Örebro,Jake Larsson,SWE,"MF,FW",22.0,21,8,893.0,9.9,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.1,0.0,0.1,0.1,0.1
Örebro,Daniel Björnquist,SWE,"DF,MF",32.0,19,8,874.0,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Örebro,Agon Mehmeti,ALB,FW,31.0,19,8,702.0,7.8,4.0,1.0,4.0,0.0,0.0,1.0,0.0,0.51,0.13,0.64,0.51,0.64
Örebro,Romain Gall,USA,MF,26.0,11,8,600.0,6.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.15
Örebro,Mergim Krasniqi,SWE,GK,28.0,7,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Örebro,Richard Friday,NGA,"MF,FW",20.0,9,6,616.0,6.8,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Örebro,Niclas Bergmark,SWE,DF,19.0,8,5,520.0,5.8,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Örebro,Erik Björndahl,SWE,FW,30.0,12,3,354.0,3.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Örebro,Noel Milleskog,SWE,"FW,MF",18.0,8,3,317.0,3.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.28,0.0,0.28
Örebro,Martin Broberg,SWE,FW,30.0,10,2,230.0,2.6,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.39,0.39,0.78,0.39,0.78
Örebro,Ahmed Yasin Ghani,IRQ,FW,29.0,3,2,178.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.01,0.0,1.01,1.01,1.01
Örebro,Patrick,BRA,FW,22.0,6,0,137.0,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Örebro,Taha Abdi Ali,SWE,FW,22.0,2,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Örebro,Anton Ingves,SWE,MF,19.0,2,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Örebro,Alfred Ajdarević,KVX,MF,22.0,0,0,,,,,,,,,,,,,,
Örebro,Robin Damstrom,SWE,,17.0,0,0,,,,,,,,,,,,,,
Örebro,Johannes Danho,SWE,DF,16.0,0,0,,,,,,,,,,,,,,
Örebro,Filip Ivarsson,,,,0,0,,,,,,,,,,,,,,
Örebro,Gustav Leijon,SWE,GK,19.0,0,0,,,,,,,,,,,,,,
Östersund,Eirik Haugan,NOR,DF,23.0,29,29,2548.0,28.3,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Östersund,Patrick Kpozo,GHA,"DF,MF",23.0,29,29,2541.0,28.2,2.0,2.0,2.0,0.0,0.0,4.0,1.0,0.07,0.07,0.14,0.07,0.14
Östersund,Felix Hörberg,SWE,"MF,DF",21.0,26,25,2133.0,23.7,1.0,4.0,1.0,0.0,0.0,4.0,0.0,0.04,0.17,0.21,0.04,0.21
Östersund,Blair Turgott,JAM,FW,26.0,24,24,2147.0,23.9,10.0,1.0,10.0,0.0,0.0,4.0,0.0,0.42,0.04,0.46,0.42,0.46
Östersund,Noah Sonko Sundberg,GAM,DF,24.0,24,24,2143.0,23.8,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.04,0.08,0.13,0.04,0.13
Östersund,Aly Keita,GUI,GK,34.0,24,24,2088.0,23.2,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Östersund,Ludvig Fritzson,SWE,MF,25.0,24,23,1875.0,20.8,1.0,1.0,1.0,0.0,0.0,6.0,0.0,0.05,0.05,0.1,0.05,0.1
Östersund,Samuel Mensiro,GHA,"DF,MF",31.0,21,20,1660.0,18.4,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
Östersund,Henrik Bellman,SWE,MF,21.0,22,17,1448.0,16.1,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.12,0.12,0.0,0.12
Östersund,Isak Ssewankambo,SWE,"MF,DF",24.0,18,17,1435.0,15.9,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.13,0.13,0.0,0.13
Östersund,Nikolaos Dosis,SWE,"MF,DF",20.0,25,16,1543.0,17.1,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Östersund,Frank Arhin,GHA,MF,21.0,18,12,1072.0,11.9,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
Östersund,Charlie Colkett,ENG,MF,24.0,15,10,934.0,10.4,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Östersund,Malcolm Stolt,SWE,"FW,MF",20.0,18,10,916.0,10.2,1.0,2.0,1.0,0.0,0.0,5.0,1.0,0.1,0.2,0.29,0.1,0.29
Östersund,Francis Jno-Baptiste,ENG,FW,21.0,14,8,626.0,7.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.29,0.14,0.43,0.29,0.43
Östersund,Simon Kroon,SWE,"MF,FW",27.0,12,7,609.0,6.8,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.15,0.3,0.44,0.15,0.44
Östersund,Ronald Mukiibi,UGA,DF,29.0,9,7,576.0,6.4,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.31,0.0,0.31,0.31,0.31
Östersund,Sebastian Grach,SWE,"FW,DF",19.0,20,6,808.0,9.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.11,0.0,0.11,0.11,0.11
Östersund,Marco Weymans,BDI,"MF,DF",23.0,13,6,692.0,7.7,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.13,0.13,0.26,0.13,0.26
Östersund,Sixten Mohlin,CPV,GK,25.0,7,6,612.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Östersund,Jerell Sellars,ENG,"MF,FW",25.0,14,5,601.0,6.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Östersund,Nebiyou Perry,SWE,"FW,MF",21.0,9,5,455.0,5.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2
Östersund,Ahmed Awad,PLE,FW,28.0,9,0,135.0,1.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.67,0.67,1.33,0.67,1.33
Östersund,Kalpi Ouattara,CIV,DF,22.0,1,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Östersund,Jakob Gustafsson,,MF,,0,0,,,,,,,,,,,,,,
Östersund,Andrew Mills,ENG,GK,26.0,0,0,,,,,,,,,,,,,,
